doi,title,rank,pdf_url,abstract,publisher
10.1109/BigData.2013.6691631,"The BTWorld use case for big data analytics: Description, MapReduce logical workflow, and empirical evaluation",36,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691631,"The commoditization of big data analytics, that is, the deployment, tuning, and future development of big data processing platforms such as MapReduce, relies on a thorough understanding of relevant use cases and workloads. In this work we propose BTWorld, a use case for time-based big data analytics that is representative for processing data collected periodically from a global-scale distributed system. BTWorld enables a data-driven approach to understanding the evolution of BitTorrent, a global file-sharing network that has over 100 million users and accounts for a third of today's upstream traffic. We describe for this use case the analyst questions and the structure of a multi-terabyte data set. We design a MapReduce-based logical workflow, which includes three levels of data dependency - inter-query, inter-job, and intra-job - and a query diversity that make the BTWorld use case challenging for today's big data processing tools; the workflow can be instantiated in various ways in the MapReduce stack. Last, we instantiate this complex workflow using Pig-Hadoop-HDFS and evaluate the use case empirically. Our MapReduce use case has challenging features: small (kilobytes) to large (250 MB) data sizes per observed item, excellent (10-6) and very poor (102) selectivity, and short (seconds) to long (hours) job duration.",IEEE
10.1109/BigData.2013.6691632,Modeling heterogeneous time series dynamics to profile big sensor data in complex physical systems,37,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691632,"While a massive amount of time series can now be collected in many physical systems, it is a challenge to build an analytic model that can correctly profile the data because those time series usually exhibit various behaviors. In this paper we propose an integrated method to address the heterogeneity issue in modeling big time series data. We first extracts relevant features to summarize the underlying dynamics of those series. We present both linear and nonlinear feature extraction techniques, as well as a procedure to determine the right extraction method for individual time series. Given extracted features, our method further models the trajectory pattern of time series in the feature space. Both a regression based and a density based method are presented to profile different types of feature trajectories. Experimental results in a real power plant illustrate that our feature extraction and trajectory model are effective to profile various time series. Our method has been used to successfully detect anomalies in the system.",IEEE
10.1109/BigData.2013.6691643,Demand response targeting using big data analytics,38,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691643,"The drive towards more sustainable power supply systems has enabled significant growth of renewable generation. This in turn has pushed the rollout of demand response (DR) programs to address a larger population of consumers. Utilities are interested in enrolling small and medium sized customers that can provide demand curtailment during periods of shortfall in renewable production. It then becomes important to be able to target the right customers among the large population, since each enrollment has a cost. The availability of high resolution information about each consumers demand consumption can significantly change how such targeting is done. This paper develops a methodology for large scale targeting that combines data analytics and a scalable selection procedure. We propose an efficient customer selection method via stochastic knapsack problem solving and a simple response modeling in one example DR program. To cope with computation issues coming from the large size of data set, we design a novel approximate algorithm.",IEEE
10.1109/BigData.2013.6691653,Big data analytics on high Velocity streams: A case study,39,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691653,"Big data management is often characterized by three Vs: Volume, Velocity and Variety. While traditional batch-oriented systems such as MapReduce are able to scale-out and process very large volumes of data in parallel, they also introduce some significant latency. In this paper, we focus on the second V (Velocity) of the Big Data triad; We present a case-study where we use a popular open-source stream processing engine (Storm) to perform real-time integration and trend detection on Twitter and Bitly streams. We describe our trend detection solution below and experimentally demonstrate that our architecture can effectively process data in real-time - even for high-velocity streams.",IEEE
10.1109/BigData.2013.6691666,Visualization and rhetoric: Key concerns for utilizing big data in humanities research: A case study of vaccination discourses: 1918-1919,40,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691666,"Visualization of data mining results is the linchpin of successful research in the humanities that uses computational techniques. This paper describes efforts to utilize “big data” in a case study of news reporting on vaccination before, during, and after the 1918 influenza pandemic, focusing primarily on the conventions underlying methods of data extraction, data visualization practices, and the rhetorical impact of visualization design choices on researchers' observations and interpretive decisions. Purposeful attention to visualization and the methodological conventions that are embedded in particular visualization practices will allow humanists to have more confidence in their interpretations of big data, a key element in the acceptance of data mining as a valuable method for humanities research.",IEEE
10.1109/BigData.2013.6691667,"Humanities ‘big data’: Myths, challenges, and lessons",41,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691667,"This paper argues that there have always been `big data' in the humanities, and challenges commonly held myths in this regard. It does so by discussing the case of transnational research on dispersed communities. Concluding, it examines the lessons humanities and sciences can learn from each other.",IEEE
10.1109/BigData.2013.6691670,Bibliographic records as humanities big data,42,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691670,"Most discussion hitherto of big data in the humanities has assumed that it is characterized by its heterogeneous nature. This paper examines the extent to which bibliographic records generated by libraries represent a more homogenous form of humanities big data, more closely related to the observational big data generated by scientific data. It is suggested from an examination of the British Library catalogue that, while superficially bibliographic records appear to be created according to consistent standards and form a more homogenous dataset, close examination reveals that bibliographical records often go through a marked process of historical development. However, the critical methods require to disaggregate such data are perhaps analogous to those used in some scientific disciplines.",IEEE
10.1109/BigData.2013.6691672,A concept of Generic Workspace for Big Data Processing in Humanities,43,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691672,"Big Data challenges often require application of new data processing paradigms (like MapReduce), and corresponding software solutions (e. g. Hadoop). This trend causes a pressure on both cyber-infrastructure providers (to quickly integrate new services) and infrastructure users (to quickly learn to use new tools). In this paper we present the concept of DARIAH Generic Workspace for Big Data Processing in eHumanities which alleviates the aforementioned problems. It establishes a common integration layer, thus enables a quick integration of new services, and by providing unified interfaces, allows the users to start using new tools without learning their internal details. We describe the overall architecture and implementation details of the working prototype. The presented concept is generic enough to be applied in other emerging cyber-infrastructures for humanities.",IEEE
10.1109/BigData.2013.6691678,A case study on entity Resolution for Distant Processing of big Humanities data,44,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691678,"At the forefront of big data in the Humanities, collections management can directly impact collections access and reuse. However, curators using traditional data management methods for tasks such as identifying redundant from relevant and related records, a small increase in data volume can significantly increase their workload. In this paper, we present preliminary work aimed at assisting curators in making important data management decisions for organizing and improving the overall quality of large unstructured Humanities data collections. Using Entity Resolution as a conceptual framework, we created a similarity model that compares directories and files based on their implicit metadata, and clusters pairs of closely related directories. Useful relationships between data are identified and presented through a graphical user interface that allows qualitative evaluation of the clusters and provides a guide to decide on data management actions. To evaluate the model's performance, we experimented with a test collection and asked the curator to classify the clusters according to four model cluster configurations that consider the presence of related and duplicate information. Evaluation results suggest that the model is useful for making data management action decisions.",IEEE
10.1109/BigData.2013.6691684,Business model canvas perspective on big data applications,45,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691684,"Large and complex data that becomes difficult to be handled by traditional data processing applications triggers the development of big data applications which have become more pervasive than ever before. In the era of big data, data exploration and analysis turned into a difficult problem in many sectors such as the smart routing and health care sectors. Companies which can adapt their businesses well to leverage big data have significant advantages over those that lag this capability. The need for exploring new approaches to address the challenges of big data forces companies to shape their business models accordingly. In this paper, we summarize and share our findings regarding the business models deployed in big data applications in different sectors. We analyze existing big data applications by taking into consideration the core elements of a business (via business model canvas) and present how these applications provide value to their customers by making profit out of using big data.",IEEE
10.1109/BigData.2013.6691687,A study of innovation network database Construction by using big data and an enterprise strategy model,46,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691687,"This paper presents a method of extracting enterprises' strategy alliance data from massive text on the Internet using the text analysis technique; And also enterprise alliance innovation networks are constructed based on the existing alliance database; Meanwhile, the process of partners choice is considered by game model and a game model of average strategy among enterprises is built.",IEEE
10.1109/BigData.2013.6691691,Understanding the value of (big) data,47,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691691,"This paper acts as a primer on an economic outlook at the value and pricing of big data. We introduce a simple taxonomy, discuss rights to access and analyze the case of big data as a common pool resource.",IEEE
10.1109/BigData.2013.6691693,Memory system characterization of big data workloads,48,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691693,"Two recent trends that have emerged include (1) Rapid growth in big data technologies with new types of computing models to handle unstructured data, such as map-reduce and noSQL (2) A growing focus on the memory subsystem for performance and power optimizations, particularly with emerging memory technologies offering different characteristics from conventional DRAM (bandwidths, read/write asymmetries). This paper examines how these trends may intersect by characterizing the memory access patterns of various Hadoop and noSQL big data workloads. Using memory DIMM traces collected using special hardware, we analyze the spatial and temporal reference patterns to bring out several insights related to memory and platform usages, such as memory footprints, read-write ratios, bandwidths, latencies, etc. We develop an analysis methodology to understand how conventional optimizations such as caching, prediction, and prefetching may apply to these workloads, and discuss the implications on software and system design.",IEEE
10.1109/BigData.2013.6691701,An ensemble MIC-based approach for performance diagnosis in big data platform,49,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691701,"The era of big data has began. Although applications based on big data bring considerable benefit to IT industries, governments and social organizations, they bring more challenges to the management of big data platforms which are the fundamental infrastructures due to the complexity, variety, velocity and volume of big data. To offer a healthy platform for big data applications, we propose a novel signature-based performance diagnosis approach employing MIC invariants between performance metrics. We formalize the performance diagnosis as a pattern recognition problem. The normal state of a big data application is used to train a set of MIC (Maximum Information Criterion) invariants. One performance problem occurred in the big data application is identified by a unique binary tuple consisted by a set violations of MIC invariants. All the signatures of performance problems form a diagnosis knowledge database. If the KPI (Key Performance Indicator) of the big data application deviates its normal region, our approach can identify the real culprits through looking for similar signatures in the signature database. To detect the deviation of the KPI, we propose a new metric named unpredictability based on ARIMA model. And considering the variety of big data applications, we build an ensemble performance diagnosis approach which means a unique ARIMA model and a unique set of MIC invariants are built for a specific kind of application. Through experiment evaluation in a controlled environment running a state of the art big data benchmark, we find our approach can pinpoint the real culprits of performance problems in an average 83% precision and 87% recall which is better than a correlation based and single model based performance diagnosis.",IEEE
10.1109/BigData.2013.6691704,On mixing high-speed updates and in-memory queries: A big-data architecture for real-time analytics,50,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6691704,"Up-to-date business intelligence has become a critical differentiator for the modern data-driven highly engaged enterprise. It requires rapid integration of new information on a continuous basis for subsequent analyses. ETL-based and traditionally batch-processing oriented methods of absorbing changes into a relational database schema take time, and are therefore incompatible with very low-latency demands of realtime analytics. Instead, in-memory clustered stores that employ tunable consistency mechanisms are becoming attractive since they dispense with the need to transform and transit data between storage layouts and tiers. When data is updated infrequently, in-memory approaches such as RDD transformations in Spark can suffice, but as updates become frequent, such in-memory approaches need to be extended to support dynamic datasets. This paper describes a few key additional requirements that result from having to support in-memory processing of data while updates proceed concurrently. The paper describes Real-time Analytics Foundation (RAF), an architecture to meet the new requirements. Performance of an early implementation of RAF is also described: for an unaudited TPC-H derived workload, RAF shows a node-to-node scaling ratio of 88% at 8 nodes, and for a query equivalent to Q6 in the TPC-H set, RAF is able to show 9x improvement over that of Hive-Hadoop. The paper also describes two RAF based solutions that are being put together by two independent software vendors in China.",IEEE
